UF;COD_UF;COD_MUNIC;MUNICIPIO;POPULACAO_ESTIMADA
AL;27;09004;Tanque d'Arca;5906
AL;27;09103;Taquarana;19428
AL;27;09152;Teotônio Vilela;39143
AL;27;09202;Traipu;24106
AL;27;09301;União dos Palmares;60860
AL;27;09400;Viçosa;24414
SE;28;00100;Amparo do São Francisco;2202
SE;28;00209;Aquidabã;20556
SE;28;00308;Aracaju;630932
SE;28;00407;Arauá;10464
SE;28;00506;Areia Branca;18626
SE;28;00605;Barra dos Coqueiros;45175
SE;28;00670;Boquim;25007
SE;28;00704;Brejo Grande;8025
SE;28;01009;Campo do Brito;18719
SE;28;01108;Canhoba;3850
SE;28;01207;Canindé de São Francisco;33641
SE;28;01306;Capela;32783
SE;28;01405;Carira;20314
SE;28;01504;Carmópolis;14203
SE;28;01603;Cedro de São João;5474
SE;28;01702;Cristinápolis;17594
SE;28;01900;Cumbe;3872
SE;28;02007;Divina Pastora;4436
SE;28;02106;Estância;67060
SE;28;02205;Feira Nova;6358
SE;28;02304;Frei Paulo;14921
SE;28;02403;Gararu;11294
SE;28;02502;General Maynard;3118
SE;28;02601;Gracho Cardoso;5910
SE;28;02700;Ilha das Flores;8499
SE;28;02809;Indiaroba;16991
SE;28;02908;Itabaiana;109250
SE;28;03005;Itabaianinha;42230
SE;28;03104;Itabi;4816
SE;28;03203;Itaporanga d'Ajuda;36074
SE;28;03302;Japaratuba;16451
SE;28;03401;Japoatã;13723
SE;28;03500;Lagarto;105957
SE;28;03609;Laranjeiras;24047
SE;28;03708;Macambira;7048
SE;28;03807;Malhada dos Bois;3674
SE;28;03906;Malhador;11712
SE;28;04003;Maruim;15956
SE;28;04102;Moita Bonita;11297
SE;28;04201;Monte Alegre de Sergipe;14781
SE;28;04300;Muribeca;8059
SE;28;04409;Neópolis;16473
SE;28;04458;Nossa Senhora Aparecida;9534
SE;28;04508;Nossa Senhora da Glória;43686
SE;28;04607;Nossa Senhora das Dores;25569
SE;28;04706;Nossa Senhora de Lourdes;6409
SE;28;04805;Nossa Senhora do Socorro;204081
SE;28;04904;Pacatuba;12690
SE;28;05000;Pedra Mole;2811
SE;28;05109;Pedrinhas;7355
SE;28;05208;Pinhão;5759
SE;28;05307;Pirambu;8021
SE;28;05406;Poço Redondo;29238
SE;28;05505;Poço Verde;22217
SE;28;05604;Porto da Folha;27348
SE;28;05703;Propriá;27213
SE;28;05802;Riachão do Dantas;18541
SE;28;05901;Riachuelo;8853
SE;28;06008;Ribeirópolis;17365
SE;28;06107;Rosário do Catete;9507
SE;28;06206;Salgado;20825
SE;28;06305;Santa Luzia do Itanhy;14003
SE;28;06404;Santana do São Francisco;7549
SE;28;06503;Santa Rosa de Lima;4049
SE;28;06602;Santo Amaro das Brotas;11289
SE;28;06701;São Cristóvão;101213
SE;28;06800;São Domingos;10559
SE;28;06909;São Francisco;3330
SE;28;07006;São Miguel do Aleixo;3471
SE;28;07105;Simão Dias;44503
SE;28;07204;Siriri;7981
SE;28;07303;Telha;3389
SE;28;07402;Tobias Barreto;52783
SE;28;07501;Tomar do Geru;12094
SE;28;07600;Umbaúba;24618
BA;29;00108;Abaíra;7407
BA;29;00207;Abaré;18269
BA;29;00306;Acajutiba;14200
BA;29;00355;Adustina;14510
BA;29;00405;Água Fria;14833
BA;29;00504;Érico Cardoso;10947
BA;29;00603;Aiquara;4583
BA;29;00702;Alagoinhas;161196
BA;29;00801;Alcobaça;25601
BA;29;00900;Almadina;5296
BA;29;01007;Amargosa;38585
BA;29;01106;Amélia Rodrigues;24830
BA;29;01155;América Dourada;15572
BA;29;01205;Anagé;26745
BA;29;01304;Andaraí;13545
BA;29;01353;Andorinha;15491
BA;29;01403;Angical;14178
BA;29;01502;Anguera;11490
BA;29;01601;Antas;14984
BA;29;01700;Antônio Cardoso;11498
BA;29;01809;Antônio Gonçalves;11248
BA;29;01908;Aporá;16361
BA;29;01957;Apuarema;7101
BA;29;02005;Aracatu;14440
BA;29;02054;Araçás;11953
BA;29;02104;Araci;50308
BA;29;02203;Aramari;10106
BA;29;02252;Arataca;10433
BA;29;02302;Aratuípe;8993
BA;29;02401;Aurelino Leal;11339
BA;29;02500;Baianópolis;14138
BA;29;02609;Baixa Grande;18628
BA;29;02658;Banzaê;12288
BA;29;02708;Barra;53642
BA;29;02807;Barra da Estiva;27743
BA;29;02906;Barra do Choça;38581
BA;29;03003;Barra do Mendes;14376
BA;29;03102;Barra do Rocha;5898
BA;29;03201;Barreiras;171634
BA;29;03235;Barro Alto;13922
BA;29;03276;Barrocas;15780
BA;29;03300;Barro Preto;5936
BA;29;03409;Belmonte;20527
BA;29;03508;Belo Campo;19074
BA;29;03607;Biritinga;15603
BA;29;03706;Boa Nova;14008
BA;29;03805;Boa Vista do Tupim;17262
BA;29;03904;Bom Jesus da Lapa;68866
BA;29;03953;Bom Jesus da Serra;10018
BA;29;04001;Boninal;14125
BA;29;04050;Bonito;16425
BA;29;04100;Boquira;19782
BA;29;04209;Botuporã;11427
BA;29;04308;Brejões;13224
BA;29;04407;Brejolândia;9363
BA;29;04506;Brotas de Macaúbas;12180
BA;29;04605;Brumado;74368
BA;29;04704;Buerarema;14950
BA;29;04753;Buritirama;20221
BA;29;04803;Caatiba;6128
BA;29;04852;Cabaceiras do Paraguaçu;17024
BA;29;04902;Cachoeira;30498
BA;29;05008;Caculé;23293
BA;29;05107;Caém;10733
BA;29;05156;Caetanos;11432
BA;29;05206;Caetité;54730
BA;29;05305;Cafarnaum;18057
BA;29;05404;Cairu;18578
BA;29;05503;Caldeirão Grande;13597
BA;29;05602;Camacan;22485
BA;29;05701;Camaçari;321636
BA;29;05800;Camamu;31694
BA;29;05909;Campo Alegre de Lourdes;32500
BA;29;06006;Campo Formoso;75112
BA;29;06105;Canápolis;10641
BA;29;06204;Canarana;25007
BA;29;06303;Canavieiras;34392
BA;29;06402;Candeal;7940
BA;29;06501;Candeias;74854
BA;29;06600;Candiba;13417
BA;29;06709;Cândido Sales;26469
BA;29;06808;Cansanção;39725
BA;29;06824;Canudos;16693
BA;29;06857;Capela do Alto Alegre;11035
BA;29;06873;Capim Grosso;35437
BA;29;06899;Caraíbas;10259
BA;29;06907;Caravelas;21384
BA;29;07004;Cardeal da Silva;8633
BA;29;07103;Carinhanha;30439
BA;29;07202;Casa Nova;76131
BA;29;07301;Castro Alves;25470
BA;29;07400;Catolândia;3567
BA;29;07509;Catu;50109
BA;29;07558;Caturama;9108
BA;29;07608;Central;16847
BA;29;07707;Chorrochó;10933
BA;29;07806;Cícero Dantas;32292
BA;29;07905;Cipó;17875
BA;29;08002;Coaraci;17557
BA;29;08101;Cocos;19865
BA;29;08200;Conceição da Feira;21529
BA;29;08309;Conceição do Almeida;16134
BA;29;08408;Conceição do Coité;71601
BA;29;08507;Conceição do Jacuípe;37622
BA;29;08606;Conde;24460
BA;29;08705;Condeúba;17567
BA;29;08804;Contendas do Sincorá;4499
BA;29;08903;Coração de Maria;28408
BA;29;09000;Cordeiros;7748
BA;29;09109;Coribe;14463
BA;29;09208;Coronel João Sá;17598
BA;29;09307;Correntina;34266
BA;29;09406;Cotegipe;13463
BA;29;09505;Cravolândia;4491
BA;29;09604;Crisópolis;20346
BA;29;09703;Cristópolis;14549
BA;29;09802;Cruz das Almas;63326
BA;29;09901;Curaçá;36127
BA;29;10008;Dário Meira;11054
BA;29;10057;Dias d'Ávila;75296
BA;29;10107;Dom Basílio;12329
BA;29;10206;Dom Macedo Costa;4608
BA;29;10305;Elísio Medrado;8069
BA;29;10404;Encruzilhada;19450
BA;29;10503;Entre Rios;39890
BA;29;10602;Esplanada;34163
BA;29;10701;Euclides da Cunha;64768
BA;29;10727;Eunápolis;121067
BA;29;10750;Fátima;18480
BA;29;10776;Feira da Mata;5831
BA;29;10800;Feira de Santana;660806
BA;29;10859;Filadélfia;18637
BA;29;10909;Firmino Alves;4993
BA;29;11006;Floresta Azul;11455
BA;29;11105;Formosa do Rio Preto;27567
BA;29;11204;Gandu;34051
BA;29;11253;Gavião;4489
BA;29;11303;Gentio do Ouro;11276
BA;29;11402;Glória;16107
BA;29;11501;Gongogi;5479
BA;29;11600;Governador Mangabeira;21353
BA;29;11659;Guajeru;8177
BA;29;11709;Guanambi;93488
BA;29;11808;Guaratinga;19413
BA;29;11857;Heliópolis;13055
BA;29;11907;Iaçu;25315
BA;29;12004;Ibiassucê;10746
BA;29;12103;Ibicaraí;22131
BA;29;12202;Ibicoara;21827
BA;29;12301;Ibicuí;14264
BA;29;12400;Ibipeba;17134
BA;29;12509;Ibipitanga;14317
BA;29;12608;Ibiquera;3833
BA;29;12707;Ibirapitanga;26917
BA;29;12806;Ibirapuã;9297
BA;29;12905;Ibirataia;19377
BA;29;13002;Ibitiara;15049
BA;29;13101;Ibititá;17517
BA;29;13200;Ibotirama;27723
BA;29;13309;Ichu;6428
BA;29;13408;Igaporã;16069
BA;29;13457;Igrapiúna;13501
BA;29;13507;Iguaí;21763
BA;29;13606;Ilhéus;189149
BA;29;13705;Inhambupe;35390
BA;29;13804;Ipecaetá;14016
BA;29;13903;Ipiaú;42429
BA;29;14000;Ipirá;59222
BA;29;14109;Ipupiara;10349
BA;29;14208;Irajuba;6232
BA;29;14307;Iramaia;11038
BA;29;14406;Iraquara;24833
BA;29;14505;Irará;29572
BA;29;14604;Irecê;78781
BA;29;14653;Itabela;29588
BA;29;14703;Itaberaba;68425
BA;29;14802;Itabuna;196344
BA;29;14901;Itacaré;29496
BA;29;15007;Itaeté;13775
BA;29;15106;Itagi;14347
BA;29;15205;Itagibá;15796
BA;29;15304;Itagimirim;6490
BA;29;15353;Itaguaçu da Bahia;12669
BA;29;15403;Itaju do Colônia;6118
BA;29;15502;Itajuípe;19191
BA;29;15601;Itamaraju;61999
BA;29;15700;Itamari;7187
BA;29;15809;Itambé;25088
BA;29;15908;Itanagra;6078
BA;29;16005;Itanhém;18203
BA;29;16104;Itaparica;20353
BA;29;16203;Itapé;10649
BA;29;16302;Itapebi;9464
BA;29;16401;Itapetinga;68724
BA;29;16500;Itapicuru;33284
BA;29;16609;Itapitanga;10640
BA;29;16708;Itaquara;8464
BA;29;16807;Itarantim;17485
BA;29;16856;Itatim;16454
BA;29;16906;Itiruçu;11211
BA;29;17003;Itiúba;35490
BA;29;17102;Itororó;16849
BA;29;17201;Ituaçu;18506
BA;29;17300;Ituberá;22154
BA;29;17334;Iuiu;11559
BA;29;17359;Jaborandi;9600
BA;29;17409;Jacaraci;14910
BA;29;17508;Jacobina;86896
BA;29;17607;Jaguaquara;47624
BA;29;17706;Jaguarari;34528
BA;29;17805;Jaguaripe;18349
BA;29;17904;Jandaíra;9508
BA;29;18001;Jequié;169201
BA;29;18100;Jeremoabo;39539
BA;29;18209;Jiquiriçá;14063
BA;29;18308;Jitaúna;14824
BA;29;18357;João Dourado;25892
BA;29;18407;Juazeiro;256122
BA;29;18456;Jucuruçu;9930
BA;29;18506;Jussara;17007
BA;29;18555;Jussari;6048
BA;29;18605;Jussiape;7567
BA;29;18704;Lafaiete Coutinho;4228
BA;29;18753;Lagoa Real;14550
BA;29;18803;Laje;21705
BA;29;18902;Lajedão;3994
BA;29;19009;Lajedinho;3610
BA;29;19058;Lajedo do Tabocal;7683
BA;29;19108;Lamarão;9303
BA;29;19157;Lapão;27014
BA;29;19207;Lauro de Freitas;219564
BA;29;19306;Lençóis;11194
BA;29;19405;Licínio de Almeida;12202
BA;29;19504;Livramento de Nossa Senhora;46376
BA;29;19553;Luís Eduardo Magalhães;118382
BA;29;19603;Macajuba;10740
BA;29;19702;Macarani;22768
BA;29;19801;Macaúbas;43653
BA;29;19900;Macururé;7435
BA;29;19926;Madre de Deus;19224
BA;29;19959;Maetinga;7218
BA;29;20007;Maiquinique;9009
BA;29;20106;Mairi;18130
BA;29;20205;Malhada;15814
BA;29;20304;Malhada de Pedras;8982
BA;29;20403;Manoel Vitorino;14287
BA;29;20452;Mansidão;14542
BA;29;20502;Maracás;29330
BA;29;20601;Maragogipe;37041
BA;29;20700;Maraú;25804
BA;29;20809;Marcionílio Souza;9475
BA;29;20908;Mascote;13918
BA;29;21005;Mata de São João;44962
BA;29;21054;Matina;10611
BA;29;21104;Medeiros Neto;22801
BA;29;21203;Miguel Calmon;25263
BA;29;21302;Milagres;11436
BA;29;21401;Mirangaba;16167
BA;29;21450;Mirante;10526
BA;29;21500;Monte Santo;49807
BA;29;21609;Morpará;8220
BA;29;21708;Morro do Chapéu;35235
BA;29;21807;Mortugaba;11477
BA;29;21906;Mucugê;12712
BA;29;22003;Mucuri;40114
BA;29;22052;Mulungu do Morro;13648
BA;29;22102;Mundo Novo;17197
BA;29;22201;Muniz Ferreira;7453
BA;29;22250;Muquém do São Francisco;10803
BA;29;22300;Muritiba;30180
BA;29;22409;Mutuípe;20590
BA;29;22508;Nazaré;28427
BA;29;22607;Nilo Peçanha;12399
BA;29;22656;Nordestina;19711
BA;29;22706;Nova Canaã;13970
BA;29;22730;Nova Fátima;8283
BA;29;22755;Nova Ibiá;6696
BA;29;22805;Nova Itarana;8073
BA;29;22854;Nova Redenção;7670
BA;29;22904;Nova Soure;24865
BA;29;23001;Nova Viçosa;41629
BA;29;23035;Novo Horizonte;11586
BA;29;23050;Novo Triunfo;11060
BA;29;23100;Olindina;22956
BA;29;23209;Oliveira dos Brejinhos;21323
BA;29;23308;Ouriçangas;7925
BA;29;23357;Ourolândia;20141
BA;29;23407;Palmas de Monte Alto;20666
BA;29;23506;Palmeiras;10894
BA;29;23605;Paramirim;21025
BA;29;23704;Paratinga;30680
BA;29;23803;Paripiranga;27860
BA;29;23902;Pau Brasil;9537
BA;29;24009;Paulo Afonso;119418
BA;29;24058;Pé de Serra;13677
BA;29;24108;Pedrão;6403
BA;29;24207;Pedro Alexandre;14226
BA;29;24306;Piatã;20938
BA;29;24405;Pilão Arcado;37388
BA;29;24504;Pindaí;15125
BA;29;24603;Pindobaçu;19601
BA;29;24652;Pintadas;10654
BA;29;24678;Piraí do Norte;11481
BA;29;24702;Piripá;9143
BA;29;24801;Piritiba;17697
BA;29;24900;Planaltino;8239
BA;29;25006;Planalto;24026
BA;29;25105;Poções;50773
BA;29;25204;Pojuca;33573
BA;29;25253;Ponto Novo;18763
BA;29;25303;Porto Seguro;182630
BA;29;25402;Potiraguá;10651
BA;29;25501;Prado;37533
BA;29;25600;Presidente Dutra;15677
BA;29;25709;Presidente Jânio Quadros;12963
BA;29;25758;Presidente Tancredo Neves;29489
BA;29;25808;Queimadas;27429
BA;29;25907;Quijingue;26443
BA;29;25931;Quixabeira;9839
BA;29;25956;Rafael Jambeiro;20081
BA;29;26004;Remanso;42855
BA;29;26103;Retirolândia;14174
BA;29;26202;Riachão das Neves;22329
BA;29;26301;Riachão do Jacuípe;35188
BA;29;26400;Riacho de Santana;32060
BA;29;26509;Ribeira do Amparo;14528
BA;29;26608;Ribeira do Pombal;56316
BA;29;26657;Ribeirão do Largo;10029
BA;29;26707;Rio de Contas;13634
BA;29;26806;Rio do Antônio;13495
BA;29;26905;Rio do Pires;10781
BA;29;27002;Rio Real;36966
BA;29;27101;Rodelas;10884
BA;29;27200;Ruy Barbosa;29590
BA;29;27309;Salinas da Margarida;15629
BA;29;27408;Salvador;2564204
BA;29;27507;Santa Bárbara;21787
BA;29;27606;Santa Brígida;15417
BA;29;27705;Santa Cruz Cabrália;31007
BA;29;27804;Santa Cruz da Vitória;4663
BA;29;27903;Santa Inês;10625
BA;29;28000;Santaluz;40066
BA;29;28059;Santa Luzia;14392
BA;29;28109;Santa Maria da Vitória;40474
BA;29;28208;Santana;25521
BA;29;28307;Santanópolis;9035
BA;29;28406;Santa Rita de Cássia;28890
BA;29;28505;Santa Terezinha;10882
BA;29;28604;Santo Amaro;58398
BA;29;28703;Santo Antônio de Jesus;109791
BA;29;28802;Santo Estêvão;55146
BA;29;28901;São Desidério;34982
BA;29;28950;São Domingos;8690
BA;29;29008;São Félix;11102
BA;29;29057;São Félix do Coribe;15780
BA;29;29107;São Felipe;20923
BA;29;29206;São Francisco do Conde;41110
BA;29;29255;São Gabriel;19229
BA;29;29305;São Gonçalo dos Campos;42171
BA;29;29354;São José da Vitória;5432
BA;29;29370;São José do Jacuípe;10576
BA;29;29404;São Miguel das Matas;10615
BA;29;29503;São Sebastião do Passé;42944
BA;29;29602;Sapeaçu;18656
BA;29;29701;Sátiro Dias;16476
BA;29;29750;Saubara;11859
BA;29;29800;Saúde;10661
BA;29;29909;Seabra;48721
BA;29;30006;Sebastião Laranjeiras;9581
BA;29;30105;Senhor do Bonfim;78090
BA;29;30154;Serra do Ramalho;36252
BA;29;30204;Sento Sé;40232
BA;29;30303;Serra Dourada;17574
BA;29;30402;Serra Preta;18754
BA;29;30501;Serrinha;84690
BA;29;30600;Serrolândia;13863
BA;29;30709;Simões Filho;120419
BA;29;30758;Sítio do Mato;13982
BA;29;30766;Sítio do Quinto;14435
BA;29;30774;Sobradinho;27097
BA;29;30808;Souto Soares;17724
BA;29;30907;Tabocas do Brejo Velho;12368
BA;29;31004;Tanhaçu;21787
BA;29;31053;Tanque Novo;17812
BA;29;31103;Tanquinho;7991
BA;29;31202;Taperoá;18556
BA;29;31301;Tapiramutá;16226
BA;29;31350;Teixeira de Freitas;153738
BA;29;31400;Teodoro Sampaio;7280
BA;29;31509;Teofilândia;21825
BA;29;31608;Teolândia;15978
BA;29;31707;Terra Nova;10976
BA;29;31806;Tremedal;16646
BA;29;31905;Tucano;51016
BA;29;32002;Uauá;25449
BA;29;32101;Ubaíra;19142
BA;29;32200;Ubaitaba;17878
BA;29;32309;Ubatã;15839
BA;29;32408;Uibaí;13886
BA;29;32457;Umburanas;13785
BA;29;32507;Una;18254
BA;29;32606;Urandi;15776
BA;29;32705;Uruçuca;22155
BA;29;32804;Utinga;16645
BA;29;32903;Valença;90053
BA;29;33000;Valente;25132
BA;29;33059;Várzea da Roça;14294
BA;29;33109;Várzea do Poço;8334
BA;29;33158;Várzea Nova;13866
BA;29;33174;Varzedo;10328
BA;29;33208;Vera Cruz;45191
BA;29;33257;Vereda;6157
BA;29;33307;Vitória da Conquista;396613
BA;29;33406;Wagner;9866
BA;29;33455;Wanderley;13460
BA;29;33505;Wenceslau Guimarães;25535
BA;29;33604;Xique-Xique;47019
MG;31;00104;Abadia dos Dourados;6345
MG;31;00203;Abaeté;23173
MG;31;00302;Abre Campo;14354
MG;31;00401;Acaiaca;3998
MG;31;00500;Açucena;8926
MG;31;00609;Água Boa;12391
MG;31;00708;Água Comprida;2171
MG;31;00807;Aguanil;4509
MG;31;00906;Águas Formosas;18850
MG;31;01003;Águas Vermelhas;14567
MG;31;01102;Aimorés;26212
MG;31;01201;Aiuruoca;6389
MG;31;01300;Alagoa;2820
MG;31;01409;Albertina;3027
MG;31;01508;Além Paraíba;31159
MG;31;01607;Alfenas;82303
MG;31;01631;Alfredo Vasconcelos;7236
MG;31;01706;Almenara;42019
MG;31;01805;Alpercata;7019
MG;31;01904;Alpinópolis;18673
MG;31;02001;Alterosa;14272
MG;31;02050;Alto Caparaó;6014
MG;31;02100;Alto Rio Doce;10931
MG;31;02209;Alvarenga;3983
MG;31;02308;Alvinópolis;15358
MG;31;02407;Alvorada de Minas;4359
MG;31;02506;Amparo do Serra;4574
MG;31;02605;Andradas;42501
MG;31;02704;Cachoeira de Pajeú;9347
MG;31;02803;Andrelândia;12163
MG;31;02852;Angelândia;7849
MG;31;02902;Antônio Carlos;11350
MG;31;03009;Antônio Dias;9375
MG;31;03108;Antônio Prado de Minas;1552
MG;31;03207;Araçaí;2222
MG;31;03306;Aracitaba;2095
MG;31;03405;Araçuaí;35185
MG;31;03504;Araguari;123432
MG;31;03603;Arantina;2998
MG;31;03702;Araponga;8218
MG;31;03751;Araporã;9069
MG;31;03801;Arapuá;2668
MG;31;03900;Araújos;9634
MG;31;04007;Araxá;118786
MG;31;04106;Arceburgo;9335
MG;31;04205;Arcos;43653
MG;31;04304;Areado;14229
MG;31;04403;Argirita;2715
MG;31;04452;Aricanduva;4820
MG;31;04502;Arinos;17586
MG;31;04601;Astolfo Dutra;14633
MG;31;04700;Ataléia;13936
MG;31;04809;Augusto de Lima;4572
MG;31;04908;Baependi;18782
MG;31;05004;Baldim;7595
MG;31;05103;Bambuí;24203
MG;31;05202;Bandeira;4811
MG;31;05301;Bandeira do Sul;6183
MG;31;05400;Barão de Cocais;32264
MG;31;05509;Barão do Monte Alto;4952
MG;31;05608;Barbacena;129695
MG;31;05707;Barra Longa;5717
MG;31;05905;Barroso;20604
MG;31;06002;Bela Vista de Minas;10427
MG;31;06101;Belmiro Braga;3292
MG;31;06200;Belo Horizonte;2415872
MG;31;06309;Belo Oriente;24546
MG;31;06408;Belo Vale;9012
MG;31;06507;Berilo;9638
MG;31;06606;Bertópolis;4546
MG;31;06655;Berizal;4270
MG;31;06705;Betim;431433
MG;31;06804;Bias Fortes;3367
MG;31;06903;Bicas;14358
MG;31;07000;Biquinhas;2397
MG;31;07109;Boa Esperança;41443
MG;31;07208;Bocaina de Minas;5530
MG;31;07307;Bocaiúva;49797
MG;31;07406;Bom Despacho;54377
MG;31;07505;Bom Jardim de Minas;6988
MG;31;07604;Bom Jesus da Penha;4677
MG;31;07703;Bom Jesus do Amparo;5786
MG;31;07802;Bom Jesus do Galho;14719
MG;31;07901;Bom Repouso;13312
MG;31;08008;Bom Sucesso;17515
MG;31;08107;Bonfim;7710
MG;31;08206;Bonfinópolis de Minas;5600
MG;31;08255;Bonito de Minas;10525
MG;31;08305;Borda da Mata;17837
MG;31;08404;Botelhos;15141
MG;31;08503;Botumirim;5806
MG;31;08552;Brasilândia de Minas;15485
MG;31;08602;Brasília de Minas;33262
MG;31;08701;Brás Pires;4296
MG;31;08800;Braúnas;4445
MG;31;08909;Brazópolis;14491
MG;31;09006;Brumadinho;41090
MG;31;09105;Bueno Brandão;11168
MG;31;09204;Buenópolis;9171
MG;31;09253;Bugre;4159
MG;31;09303;Buritis;24779
MG;31;09402;Buritizeiro;23908
MG;31;09451;Cabeceira Grande;6811
MG;31;09501;Cabo Verde;11269
MG;31;09600;Cachoeira da Prata;3785
MG;31;09709;Cachoeira de Minas;12302
MG;31;09808;Cachoeira Dourada;2337
MG;31;09907;Caetanópolis;11906
MG;31;10004;Caeté;39775
MG;31;10103;Caiana;5484
MG;31;10202;Cajuri;4191
MG;31;10301;Caldas;14628
MG;31;10400;Camacho;2851
MG;31;10509;Camanducaia;27860
MG;31;10608;Cambuí;31066
MG;31;10707;Cambuquira;12551
MG;31;10806;Campanário;2884
MG;31;10905;Campanha;16372
MG;31;11002;Campestre;21155
MG;31;11101;Campina Verde;18188
MG;31;11150;Campo Azul;3806
MG;31;11200;Campo Belo;54027
MG;31;11309;Campo do Meio;11625
MG;31;11408;Campo Florido;8931
MG;31;11507;Campos Altos;13076
MG;31;11606;Campos Gerais;26749
MG;31;11705;Canaã;4839
MG;31;11804;Canápolis;10716
MG;31;11903;Cana Verde;5342
MG;31;12000;Candeias;14211
MG;31;12059;Cantagalo;4029
MG;31;12109;Caparaó;5138
MG;31;12208;Capela Nova;4397
MG;31;12307;Capelinha;41858
MG;31;12406;Capetinga;6627
MG;31;12505;Capim Branco;11210
MG;31;12604;Capinópolis;14872
MG;31;12653;Capitão Andrade;4634
MG;31;12703;Capitão Enéas;14403
MG;31;12802;Capitólio;10991
MG;31;12901;Caputira;9128
MG;31;13008;Caraí;19511
MG;31;13107;Caranaíba;2942
MG;31;13206;Carandaí;24403
MG;31;13305;Carangola;32134
MG;31;13404;Caratinga;90890
MG;31;13503;Carbonita;8603
MG;31;13602;Careaçu;7062
MG;31;13701;Carlos Chagas;18783
MG;31;13800;Carmésia;2693
MG;31;13909;Carmo da Cachoeira;11767
MG;31;14006;Carmo da Mata;11291
MG;31;14105;Carmo de Minas;14125
MG;31;14204;Carmo do Cajuru;24581
MG;31;14303;Carmo do Paranaíba;29885
MG;31;14402;Carmo do Rio Claro;21506
MG;31;14501;Carmópolis de Minas;18561
MG;31;14550;Carneirinho;9633
MG;31;14600;Carrancas;4161
MG;31;14709;Carvalhópolis;3419
MG;31;14808;Carvalhos;4503
MG;31;14907;Casa Grande;2260
MG;31;15003;Cascalho Rico;2751
MG;31;15102;Cássia;17491
MG;31;15201;Conceição da Barra de Minas;3576
MG;31;15300;Cataguases;67732
MG;31;15359;Catas Altas;5706
MG;31;15409;Catas Altas da Noruega;3124
MG;31;15458;Catuji;7248
MG;31;15474;Catuti;4788
MG;31;15508;Caxambu;21412
MG;31;15607;Cedro do Abaeté;1084
MG;31;15706;Central de Minas;6213
MG;31;15805;Centralina;10447
MG;31;15904;Chácara;3194
MG;31;16001;Chalé;6289
MG;31;16100;Chapada do Norte;9763
MG;31;16159;Chapada Gaúcha;12904
MG;31;16209;Chiador;2868
MG;31;16308;Cipotânea;5549
MG;31;16407;Claraval;4786
MG;31;16506;Claro dos Poções;7230
MG;31;16605;Cláudio;31936
MG;31;16704;Coimbra;7293
MG;31;16803;Coluna;8206
MG;31;16902;Comendador Gomes;2804
MG;31;17009;Comercinho;6540
MG;31;17108;Conceição da Aparecida;10705
MG;31;17207;Conceição das Pedras;2840
MG;31;17306;Conceição das Alagoas;30278
MG;31;17405;Conceição de Ipanema;4503
MG;31;17504;Conceição do Mato Dentro;24559
MG;31;17603;Conceição do Pará;5584
MG;31;17702;Conceição do Rio Verde;12765
MG;31;17801;Conceição dos Ouros;11218
MG;31;17836;Cônego Marinho;7433
MG;31;17876;Confins;7758
MG;31;17900;Congonhal;11444
MG;31;18007;Congonhas;55272
MG;31;18106;Congonhas do Norte;4924
MG;31;18205;Conquista;6878
MG;31;18304;Conselheiro Lafaiete;138946
MG;31;18403;Conselheiro Pena;21052
MG;31;18502;Consolação;1569
MG;31;18601;Contagem;651718
MG;31;18700;Coqueiral;9188
MG;31;18809;Coração de Jesus;26138
MG;31;18908;Cordisburgo;7535
MG;31;19005;Cordislândia;3236
MG;31;19104;Corinto;23988
MG;31;19203;Coroaci;11240
MG;31;19302;Coromandel;30114
MG;31;19401;Coronel Fabriciano;108708
MG;31;19500;Coronel Murta;8237
MG;31;19609;Coronel Pacheco;2789
MG;31;19708;Coronel Xavier Chaves;3599
MG;31;19807;Córrego Danta;2956
MG;31;19906;Córrego do Bom Jesus;4462
MG;31;19955;Córrego Fundo;6333
MG;31;20003;Córrego Novo;2900
MG;31;20102;Couto de Magalhães de Minas;4351
MG;31;20151;Crisólita;5256
MG;31;20201;Cristais;12634
MG;31;20300;Cristália;5133
MG;31;20409;Cristiano Otoni;4719
MG;31;20508;Cristina;10643
MG;31;20607;Crucilândia;5674
MG;31;20706;Cruzeiro da Fortaleza;3616
MG;31;20805;Cruzília;15831
MG;31;20839;Cuparaque;3958
MG;31;20870;Curral de Dentro;7662
MG;31;20904;Curvelo;84297
MG;31;21001;Datas;5635
MG;31;21100;Delfim Moreira;8133
MG;31;21209;Delfinópolis;8851
MG;31;21258;Delta;11143
MG;31;21308;Descoberto;5070
MG;31;21407;Desterro de Entre Rios;7941
MG;31;21506;Desterro do Melo;3060
MG;31;21605;Diamantina;49493
MG;31;21704;Diogo de Vasconcelos;3581
MG;31;21803;Dionísio;6689
MG;31;21902;Divinésia;4481
MG;31;22009;Divino;21428
MG;31;22108;Divino das Laranjeiras;4147
MG;31;22207;Divinolândia de Minas;6583
MG;31;22306;Divinópolis;243583
MG;31;22355;Divisa Alegre;6541
MG;31;22405;Divisa Nova;6002
MG;31;22454;Divisópolis;10659
MG;31;22470;Dom Bosco;3763
MG;31;22504;Dom Cavati;4967
MG;31;22603;Dom Joaquim;5074
MG;31;22702;Dom Silvério;5355
MG;31;22801;Dom Viçoso;3184
MG;31;22900;Dona Euzébia;6250
